ID with leading,cohort,cohort term,Marital Status,Adjusted Gross Income,Parent Adjusted Gross Income,Father's Highest Grade Level,Mother's Highest Grade Level,Housing,2012 Loan,2012 Scholarship,2012 Work/Study,2012 Grant,2013 Loan,2013 Scholarship,2013 Work/Study,2013 Grant,2014 Loan,2014 Scholarship,2014 Work/Study,2014 Grant,2015 Loan,2015 Scholarship,2015 Work/Study,2015 Grant,2016 Loan,2016 Scholarship,2016 Work/Study,2016 Grant,2017 Loan,2017 Scholarship,2017 Work/Study,2017 Grant
0352827,2016-17,3,Single,0,32828,College,Unknown,On Campus Housing,,,,,,,,,,,,,,,,,,,,,5500,,1500,6211
0353376,2016-17,3,Single,0,27165,Unknown,Unknown,With Parent,,,,,,,,,,,,,,,,,,,,,,,,5485
0353799,2016-17,3,Single,0,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,3500,,,2181
0354215,2016-17,3,Single,0,0,College,College,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,726
0354358,2016-17,3,Single,0,33904,Unknown,Unknown,Off Campus,,,,,,,,,,,,,,,,,,,,,2700,,,2983
0354682,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0354842,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0355158,2016-17,3,Single,0,68075,College,Unknown,With Parent,,,,,,,,,,,,,,,,,,,,,5500,,,
0355241,2016-17,3,Single,0,29126,Unknown,Unknown,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,6212
0355248,2016-17,3,Single,37477,0,High School,College,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,
0355256,2016-17,3,Single,21672,0,College,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,4500,,,317
0355651,2016-17,3,Single,0,15027,High School,,With Parent,,,,,,,,,,,,,,,,,,,,,3121,,,6212
0355663,2016-17,3,Single,0,17154,College,,With Parent,,,,,,,,,,,,,,,,,,,,,,,,6786
0355763,2016-17,3,Single,13232,0,High School,Middle School,Off Campus,,,,,,,,,,,,,,,,,,,,,1750,,,6212
0355858,2016-17,3,Single,0,28692,High School,Middle School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,6237
0355858,2016-17,3,Single,0,28692,High School,Middle School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,,,,6237
0355943,2016-17,3,Single,27661,0,Unknown,Unknown,Off Campus,,,,,,,,,,,,,,,,,,,,,5250,1500,,
0355996,2016-17,3,Single,0,0,High School,,On Campus Housing,,,,,,,,,,,,,,,,,,,,,5500,,,6212
0356016,2016-17,3,Single,2300,65050,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,1000,2107,,2908
0356021,2016-17,3,Single,33282,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,1454
0356063,2016-17,3,Single,0,0,High School,College,On Campus Housing,,,,,,,,,,,,,,,,,,,,,,,,1754
0356164,2016-17,3,Single,0,33726,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,,,5812
0356209,2016-17,3,,,,,,With Parent,,,,,,,,,,,,,,,,,,,,,,,,
0356252,2016-17,3,Single,14221,26921,High School,High School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,,,,3832
0356252,2016-17,3,Single,14221,26921,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,,,3832
0356258,2016-17,3,Single,4880,14811,High School,College,With Parent,,,,,,,,,,,,,,,,,,,,,,,,6212
0356424,2016-17,3,Single,0,0,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,3121,,,5787
0356557,2016-17,3,Single,41794,0,College,College,With Parent,,,,,,,,,,,,,,,,,,,,,9333,,,
0356638,2016-17,3,Single,1447,0,College,Unknown,On Campus Housing,,,,,,,,,,,,,,,,,,,,,9500,,,5089
0356682,2016-17,3,Single,0,37522,College,Middle School,Off Campus,,,,,,,,,,,,,,,,,,,,,10088,,,4720
0356688,2016-17,3,Single,0,0,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,,,5787
0356758,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0356782,2016-17,3,Single,0,36764,College,Unknown,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,4571
0356847,2016-17,3,Single,19163,11804,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,2000,,,3488
0356899,2016-17,3,Single,16949,10736,High School,Unknown,On Campus Housing,,,,,,,,,,,,,,,,,,,,,2250,1000,,2907
0356957,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0356974,2016-17,3,Single,37179,0,Middle School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,726
0357000,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0357147,2016-17,3,Single,25517,45070,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,5500,,,
0357162,2016-17,3,Single,3232,0,College,College,On Campus Housing,,,,,,,,,,,,,,,,,,,,,,,,
0357308,2016-17,3,Single,0,42210,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,5500,,,5612
0357401,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0357408,2016-17,3,Married,24095,0,College,College,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,726
0357452,2016-17,3,Single,19952,0,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,,,
0357478,2016-17,3,Single,0,43269,Unknown,Unknown,On Campus Housing,,,,,,,,,,,,,,,,,,,,,3500,,,3859
0357682,2016-17,3,,,,,,On Campus Housing,,,,,,,,,,,,,,,,,,,,,6925,,,
0357723,2016-17,3,Married,33319,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,1454
0357792,2016-17,3,Single,20096,0,Unknown,Unknown,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,1233
0357891,2016-17,3,Single,0,0,Unknown,Unknown,On Campus Housing,,,,,,,,,,,,,,,,,,,,,9041,,,5787
0357907,2016-17,3,Single,18890,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,
0357917,2016-17,3,Married,85631,0,Middle School,Middle School,Off Campus,,,,,,,,,,,,,,,,,,,,,7750,5790.05,,
0358030,2016-17,3,Single,11812,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,1500,,4582
0358091,2016-17,3,Divorced,0,0,Unknown,Unknown,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,7489
0358126,2016-17,3,Single,0,0,High School,College,On Campus Housing,,,,,,,,,,,,,,,,,,,,,,,,5346
0358241,2016-17,3,Single,36128,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,
0358296,2016-17,3,Single,0,0,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,4500,,,2908
0358334,2016-17,3,Single,20373,46728,High School,,Off Campus,,,,,,,,,,,,,,,,,,,,,4500,,,1634
0358534,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0358560,2016-17,3,Single,0,0,College,Middle School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,6212
0358571,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0358624,2016-17,3,Single,19110,14838,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,3500,,,2833
0358757,2016-17,3,Single,0,35282,College,High School,With Parent,,,,,,,,,,,,,,,,,,,,,7500,,,5412
0358770,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0358778,2016-17,3,Single,10257,137628,High School,College,With Parent,,,,,,,,,,,,,,,,,,,,,5250,,,
0358875,2016-17,3,Single,0,23725,College,College,With Parent,,,,,,,,,,,,,,,,,,,,,,,,3208
0358927,2016-17,3,Single,0,0,College,High School,With Parent,,,,,,,,,,,,,,,,,,,,,5500,,,2908
0358931,2016-17,3,Single,0,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,
0358933,2016-17,3,Separated,53602,0,,,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,841
0358986,2016-17,3,Single,0,0,High School,High School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,1000,,,6211
0358991,2016-17,3,Single,23000,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,
0359046,2016-17,3,Single,8023,0,College,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,2908
0359061,2016-17,3,Single,37000,0,High School,Unknown,Off Campus,,,,,,,,,,,,,,,,,,,,,10500,,,
0359082,2016-17,3,Single,52690,0,,,Off Campus,,,,,,,,,,,,,,,,,,,,,9000,,,5089
0359085,2016-17,3,Single,0,38821,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,3500,,,4421
0359113,2016-17,3,Single,0,0,College,Unknown,With Parent,,,,,,,,,,,,,,,,,,,,,,2000,,5787
0359114,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0359133,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0359134,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0359140,2016-17,3,Single,12463,48912,College,Unknown,With Parent,,,,,,,,,,,,,,,,,,,,,,4607.05,,1183
0359226,2016-17,3,Single,0,0,High School,College,Off Campus,,,,,,,,,,,,,,,,,,,,,1250,,,2907
0359227,2016-17,3,Single,14067,192569,College,High School,With Parent,,,,,,,,,,,,,,,,,,,,,7500,,,
0359258,2016-17,3,Single,0,10917,High School,Unknown,On Campus Housing,,,,,,,,,,,,,,,,,,,,,,,,6212
0359262,2016-17,3,Single,21073,0,High School,College,Off Campus,,,,,,,,,,,,,,,,,,,,,8000,,,4928
0359270,2016-17,3,Single,19578,1102,High School,Middle School,Off Campus,,,,,,,,,,,,,,,,,,,,,5500,,,2908
0359308,2016-17,3,Divorced,24354,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,6250,,,
0359322,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0359339,2016-17,3,Single,0,16587,Unknown,Unknown,With Parent,,,,,,,,,,,,,,,,,,,,,,,,5466
0359341,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0359440,2016-17,3,Single,8480,0,College,College,With Parent,,,,,,,,,,,,,,,,,,,,,2121,,,6212
0359484,2016-17,3,Single,8975,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,5787
0359485,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0359489,2016-17,3,Single,12957,18163,Unknown,Unknown,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,5346
0359491,2016-17,3,Married,27669,0,Unknown,Unknown,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,5178
0359496,2016-17,3,Single,0,16292,College,College,On Campus Housing,,,,,,,,,,,,,,,,,,,,,,,,6212
0359501,2016-17,3,Single,23105,0,High School,,Off Campus,,,,,,,,,,,,,,,,,,,,,,,1500,3859
0359505,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0359509,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0359512,2016-17,3,Single,5571,12081,High School,High School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,3500,,,8265
0359534,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0359566,2016-17,3,Single,0,0,High School,Middle School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,5500,,,2908
0359580,2016-17,3,Married,88261,0,High School,Middle School,Off Campus,,,,,,,,,,,,,,,,,,,,,6500,,,
0359589,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0359591,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0359592,2016-17,3,Single,6092,0,College,College,With Parent,,,,,,,,,,,,,,,,,,,,,,,,6212
0359596,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0359599,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0359601,2016-17,3,Single,2347,32633,College,High School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,3750,,,3310.5
0359604,2016-17,3,Married,36745,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,2181
0359605,2016-17,3,Single,0,16380,High School,Unknown,With Parent,,,,,,,,,,,,,,,,,,,,,3500,,,2908
0359606,2016-17,3,Single,0,41672,High School,,With Parent,,,,,,,,,,,,,,,,,,,,,,1000,,5462
0359612,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0359613,2016-17,3,Single,33213,0,College,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,3859
0359620,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0359621,2016-17,3,Single,4089,310,College,College,Off Campus,,,,,,,,,,,,,,,,,,,,,,1500,,6086
0359622,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0359624,2016-17,3,Single,4171,18188,Middle School,Middle School,Off Campus,,,,,,,,,,,,,,,,,,,,,1120,1500,,3208
0359641,2016-17,3,Single,0,83654,College,Unknown,On Campus Housing,,,,,,,,,,,,,,,,,,,,,3250,,,592
0359643,2016-17,3,Single,930,25116,College,College,With Parent,,,,,,,,,,,,,,,,,,,,,,,,1442
0359646,2016-17,3,Married,55085,0,High School,Middle School,With Parent,,,,,,,,,,,,,,,,,,,,,5500,,,
0359666,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0359675,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0359692,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0359731,2016-17,3,,,,,,With Parent,,,,,,,,,,,,,,,,,,,,,4163,,,1454
0359748,2016-17,3,Single,12921,-13963,College,College,With Parent,,,,,,,,,,,,,,,,,,,,,,,,3133
0359763,2016-17,3,Single,11632,19673,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,4405,,,4928
0359770,2016-17,3,Single,5000,0,High School,College,Off Campus,,,,,,,,,,,,,,,,,,,,,5750,,,2908
0359775,2016-17,3,Single,0,12233,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,,,6212
0359801,2016-17,3,Single,14755,0,High School,College,Off Campus,,,,,,,,,,,,,,,,,,,,,3500,,,5787
0359816,2016-17,3,Single,15165,0,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,2882.05,,2908
0359818,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2028.5
0359819,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0359825,2016-17,3,Single,263,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,
0359830,2016-17,3,Single,13130,0,Unknown,Middle School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,5346
0359844,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0359853,2016-17,3,Single,11128,0,College,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,8800,,,4927
0359863,2016-17,3,Single,0,13696,Unknown,Middle School,With Parent,,,,,,,,,,,,,,,,,,,,,,1000,,6512
0359864,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0359865,2016-17,3,Single,1000,53465,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,6500,,,533
0359866,2016-17,3,Divorced,31920,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,2433
0359868,2016-17,3,Single,26413,0,Middle School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,5790.05,,
0359869,2016-17,3,Single,0,28884,College,Middle School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,5500,,,5346
0359871,2016-17,3,Single,12564,15322,High School,College,With Parent,,,,,,,,,,,,,,,,,,,,,,,,
0359875,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0359880,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0359889,2016-17,3,Single,30380,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,8500,2923.05,,2907
0359893,2016-17,3,Single,0,138554,High School,College,On Campus Housing,,,,,,,,,,,,,,,,,,,,,,,,
0359926,2016-17,3,Married,63180,0,College,College,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,
0359954,2016-17,3,Married,28528,0,Unknown,Unknown,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,2481
0359973,2016-17,3,,,,,,On Campus Housing,,,,,,,,,,,,,,,,,,,,,,,,
0360089,2016-17,3,Single,4552,47095,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,3332
0360102,2016-17,3,Single,3766,24361,Unknown,Unknown,With Parent,,,,,,,,,,,,,,,,,,,,,2750,,,2883
0360104,2016-17,3,Single,8000,0,High School,High School,,,,,,,,,,,,,,,,,,,,,,,,,
0360107,2016-17,3,Single,0,7128,Unknown,Unknown,On Campus Housing,,,,,,,,,,,,,,,,,,,,,5500,,,6212
0360113,2016-17,3,Single,25386,0,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,5790.05,,
0360114,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0360117,2016-17,3,Single,7966,24302,Unknown,Unknown,With Parent,,,,,,,,,,,,,,,,,,,,,,,,6212
0360135,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0360136,2016-17,3,Married,16250,0,College,College,On Campus Housing,,,,,,,,,,,,,,,,,,,,,,,,4928
0360151,2016-17,3,Single,17961,0,Middle School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,4257.05,,1533
0360159,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0360161,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0360165,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0360170,2016-17,3,Married,43435,0,High School,College,Off Campus,,,,,,,,,,,,,,,,,,,,,6250,,,
0360172,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2250,,
0360181,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0360237,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0360249,2016-17,3,Single,0,18787,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,,,6212
0360257,2016-17,3,Single,0,23269,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,3500,,,3208
0360258,2016-17,3,Single,0,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,
0360280,2016-17,3,Single,0,34219,Unknown,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,,,5371
0360283,2016-17,3,Single,91527,0,Unknown,Unknown,Off Campus,,,,,,,,,,,,,,,,,,,,,7500,,,
0360309,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0360319,2016-17,3,Single,0,0,College,,On Campus Housing,,,,,,,,,,,,,,,,,,,,,9021,,,5787
0360327,2016-17,3,Single,38459,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,11092,,,
0360332,2016-17,3,Single,11274,76129,College,College,Off Campus,,,,,,,,,,,,,,,,,,,,,5500,,,
0360383,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0360395,2016-17,3,Single,0,18560,Middle School,Middle School,With Parent,,,,,,,,,,,,,,,,,,,,,4500,,,2908
0360397,2016-17,3,Single,9258,0,College,Unknown,With Parent,,,,,,,,,,,,,,,,,,,,,,,,5921
0360402,2016-17,3,Single,23004,0,College,College,Off Campus,,,,,,,,,,,,,,,,,,,,,4500,,,362
0360405,2016-17,3,Single,0,1387,High School,,With Parent,,,,,,,,,,,,,,,,,,,,,5250,,,2907
0360413,2016-17,3,Single,31325,0,College,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,10500,,,
0360420,2016-17,3,Married,63279,0,Unknown,Unknown,Off Campus,,,,,,,,,,,,,,,,,,,,,10000,,,
0360432,2016-17,3,Single,0,17715,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,2732,,,2908
0360454,2016-17,3,Single,3019,21573,College,Unknown,With Parent,,,,,,,,,,,,,,,,,,,,,4610,,,6212
0360456,2016-17,3,Single,1370,227976,College,College,With Parent,,,,,,,,,,,,,,,,,,,,,,2000,,
0360457,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0360458,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0360460,2016-17,3,Single,0,24273,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,7500,,,2908
0360467,2016-17,3,Single,15000,140000,College,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,
0360472,2016-17,3,Single,0,18809,High School,College,On Campus Housing,,,,,,,,,,,,,,,,,,,,,5500,,,8443
0360475,2016-17,3,Single,0,14373,Unknown,College,With Parent,,,,,,,,,,,,,,,,,,,,,,,,6137
0360485,2016-17,3,Single,11723,20684,Unknown,Unknown,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,4618
0360535,2016-17,3,Single,0,43262,Unknown,,Off Campus,,,,,,,,,,,,,,,,,,,,,,1000,,3083.44
0360536,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0360537,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0360538,2016-17,3,Single,0,73299,College,College,With Parent,,,,,,,,,,,,,,,,,,,,,,2000,,1250
0360544,2016-17,3,Divorced,51515,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,5500,,,1883
0360561,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0360567,2016-17,3,Single,7919,21916,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,1500,,5786
0360581,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0360583,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0360586,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0360589,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0360593,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0360598,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0360599,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0360600,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0360601,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0360602,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0360603,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0360605,2016-17,3,Married,26636,0,Unknown,Unknown,Off Campus,,,,,,,,,,,,,,,,,,,,,5500,,,1454
0360623,2016-17,3,Single,0,24340,College,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,2181
0360632,2016-17,3,Single,0,13940,College,College,With Parent,,,,,,,,,,,,,,,,,,,,,,1000,,6512
0360637,2016-17,3,Single,12027,282,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,2908
0360640,2016-17,3,Single,6729,35409,College,High School,With Parent,,,,,,,,,,,,,,,,,,,,,2300,,,5863
0360722,2016-17,3,Single,22321,43131,Middle School,Middle School,With Parent,,,,,,,,,,,,,,,,,,,,,,,,
0360760,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0360762,2016-17,3,Married,0,0,High School,Unknown,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,1454
0360772,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0360775,2016-17,3,Single,0,0,Middle School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,5787
0360796,2016-17,3,Single,8218,19642,Unknown,Unknown,With Parent,,,,,,,,,,,,,,,,,,,,,,,,2908
0360797,2016-17,3,Single,1302,27791,Middle School,Middle School,With Parent,,,,,,,,,,,,,,,,,,,,,5500,,,3133
0360803,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0360853,2016-17,3,Single,27703,0,College,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,,,
0360876,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,6000,,,
0360893,2016-17,3,Single,27275,0,College,College,Off Campus,,,,,,,,,,,,,,,,,,,,,5500,,,
0360898,2016-17,3,Single,5871,34706,College,College,Off Campus,,,,,,,,,,,,,,,,,,,,,2708,,,3083
0360900,2016-17,3,Single,28000,0,Unknown,Unknown,Off Campus,,,,,,,,,,,,,,,,,,,,,,5790.05,,
0360904,2016-17,3,Single,0,19391,High School,Middle School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,6212
0360918,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0361020,2016-17,3,Single,0,24000,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,,,6212
0361032,2016-17,3,Single,11221,149597,College,College,With Parent,,,,,,,,,,,,,,,,,,,,,,,,
0361035,2016-17,3,,,,,,Off Campus,,,,,,,,,,,,,,,,,,,,,,5790.05,,
0361040,2016-17,3,Single,6312,164298,College,High School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,,1000,,
0361045,2016-17,3,Single,22470,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,5787
0361047,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0361056,2016-17,3,Married,16086,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,2907
0361057,2016-17,3,Divorced,47943,0,Unknown,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,5500,,,1454
0361070,2016-17,3,Single,52091,0,College,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,9500,,,
0361072,2016-17,3,Single,36341,0,College,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,,,
0361081,2016-17,3,Single,6869,104948,High School,College,On Campus Housing,,,,,,,,,,,,,,,,,,,,,12825,,,
0361083,2016-17,3,Single,9204,232193,High School,College,Off Campus,,,,,,,,,,,,,,,,,,,,,6250,,,
0361085,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0361086,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0361132,2016-17,3,Single,0,17984,College,College,With Parent,,,,,,,,,,,,,,,,,,,,,,,,6212
0361137,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0361139,2016-17,3,Married,74784,0,College,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,,,
0361151,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0361165,2016-17,3,Single,27245,0,College,College,Off Campus,,,,,,,,,,,,,,,,,,,,,6250,,,
0361228,2016-17,3,Married,77221,0,Middle School,Unknown,Off Campus,,,,,,,,,,,,,,,,,,,,,5900,,,954
0361233,2016-17,3,Single,4236,11334,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,2854,,,3304
0361240,2016-17,3,Single,22102,0,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,1500,,
0361252,2016-17,3,,,,,,Off Campus,,,,,,,,,,,,,,,,,,,,,7500,,,2832
0361259,2016-17,3,Single,2229,74578,College,High School,With Parent,,,,,,,,,,,,,,,,,,,,,6500,,,
0361260,2016-17,3,Single,0,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,5787
0361270,2016-17,3,Divorced,14298,0,College,College,With Parent,,,,,,,,,,,,,,,,,,,,,2657,,,3134
0361276,2016-17,3,Married,29000,0,Middle School,College,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,1454
